BP,Temp,CO2,Radiation
-83500,-3.466,234.131,464.307
-83400,-3.703,233.643,464.608
-83300,-3.94,233.156,464.909
-83200,-3.923,232.668,465.21
-83100,-3.18,232.18,465.511
-83000,-2.918,231.693,465.811
-82900,-2.682,231.205,465.921
-82800,-3.7,230.809,466.031
-82700,-4.406,230.481,466.141
-82600,-4.61,230.152,466.251
-82500,-4.31,229.823,466.361
-82400,-4.684,229.495,466.471
-82300,-3.983,229.166,466.581
-82200,-2.634,228.837,466.691
-82100,-3.398,228.509,466.801
-82000,-3.54,228.18,466.909
-81900,-3.77,227.851,466.817
-81800,-3.742,227.523,466.725
-81700,-3.801,227.194,466.633
-81600,-3.79,226.865,466.541
-81500,-3.514,226.536,466.449
-81400,-4.302,226.208,466.357
-81300,-3.794,225.879,466.265
-81200,-3.719,225.55,466.173
-81100,-5.137,225.222,466.081
-81000,-4.865,224.893,465.988
-80900,-4.571,224.564,465.696
-80800,-4.73,224.236,465.404
-80700,-4.66,223.907,465.112
-80600,-4.308,223.578,464.82
-80500,-4.445,223.25,464.528
-80400,-5.676,222.921,464.236
-80300,-6.253,222.592,463.944
-80200,-6.293,222.264,463.652
-80100,-5.002,221.935,463.36
-80000,-4.013,221.539,463.067
-79900,-5.231,221.098,462.598
-79800,-5.295,220.656,462.129
-79700,-4.984,220.214,461.66
-79600,-5.353,219.773,461.191
-79500,-5.449,219.331,460.722
-79400,-4.341,218.889,460.253
-79300,-4.845,218.447,459.784
-79200,-4.868,218.006,459.315
-79100,-4.8,217.564,458.846
-79000,-5.99,217.122,458.376
-78900,-6.075,217.416,457.764
-78800,-5.811,217.749,457.152
-78700,-6.026,218.082,456.54
-78600,-6.306,218.415,455.928
-78500,-6.293,218.748,455.316
-78400,-6.314,219.081,454.704
-78300,-4.392,219.414,454.092
-78200,-6.06,219.746,453.48
-78100,-7.183,220.079,452.868
-78000,-6.591,220.412,452.256
-77900,-6.489,220.745,451.544
-77800,-6.046,221.078,450.832
-77700,-5.768,221.411,450.12
-77600,-5.865,221.744,449.408
-77500,-6.721,222.077,448.696
-77400,-6.979,222.409,447.984
-77300,-6.511,222.742,447.272
-77200,-6.028,223.075,446.56
-77100,-5.456,223.408,445.848
-77000,-5.475,223.741,445.135
-76900,-5.329,224.074,444.375
-76800,-4.795,224.407,443.613
-76700,-4.92,224.74,442.852
-76600,-5.203,225.072,442.092
-76500,-5.116,225.405,441.331
-76400,-4.844,225.738,440.57
-76300,-4.106,226.071,439.809
-76200,-4.806,226.404,439.048
-76100,-4.912,226.737,438.287
-76000,-5.036,227.07,437.526
-75900,-5.029,227.403,436.77
-75800,-4.377,227.735,436.014
-75700,-4.532,228.068,435.258
-75600,-4.811,228.401,434.502
-75500,-5.297,228.734,433.746
-75400,-5.334,229.067,432.99
-75300,-5.15,229.157,432.234
-75200,-5.526,229.085,431.478
-75100,-5.54,229.014,430.722
-75000,-5.573,228.942,429.966
-74900,-5.686,228.87,429.263
-74800,-5.855,228.799,428.56
-74700,-6.329,228.727,427.857
-74600,-6.392,228.655,427.154
-74500,-4.995,228.584,426.451
-74400,-5.637,228.512,425.748
-74300,-6.015,228.44,425.045
-74200,-6.681,228.369,424.342
-74100,-6.831,228.297,423.639
-74000,-6.484,228.225,422.937
-73900,-6.782,228.153,422.333
-73800,-7.105,228.082,421.729
-73700,-6.574,228.01,421.125
-73600,-6.298,227.938,420.521
-73500,-7.262,227.867,419.917
-73400,-7.505,227.795,419.313
-73300,-6.751,227.723,418.709
-73200,-6.352,227.652,418.105
-73100,-6.047,227.58,417.501
-73000,-5.752,227.508,416.897
-72900,-5.472,227.437,416.427
-72800,-6.278,227.134,415.955
-72700,-6.488,226.591,415.485
-72600,-6.765,226.048,415.014
-72500,-6.574,225.505,414.543
-72400,-6.264,224.962,414.072
-72300,-5.818,224.419,413.601
-72200,-5.759,223.875,413.13
-72100,-5.493,223.332,412.659
-72000,-5.527,222.789,412.188
-71900,-6.084,222.246,411.877
-71800,-5.207,221.703,411.566
-71700,-5.022,221.16,411.255
-71600,-5.28,220.617,410.944
-71500,-4.642,220.074,410.633
-71400,-5.248,219.531,410.322
-71300,-5.751,218.988,410.011
-71200,-5.944,218.445,409.7
-71100,-5.759,217.902,409.389
-71000,-5.694,217.359,409.079
-70900,-5.66,216.815,408.94
-70800,-5.666,216.272,408.801
-70700,-5.67,215.729,408.662
-70600,-5.67,215.186,408.523
-70500,-6.643,214.643,408.384
-70400,-7.211,214.1,408.245
-70300,-7.069,213.557,408.106
-70200,-7.356,213.014,407.967
-70100,-7.782,212.471,407.828
-70000,-7.539,211.928,407.69
-69900,-6.943,211.385,407.726
-69800,-6.595,210.842,407.762
-69700,-6.928,210.299,407.798
-69600,-7.326,209.755,407.834
-69500,-7.5,209.212,407.87
-69400,-6.886,208.669,407.906
-69300,-6.428,208.126,407.942
-69200,-5.69,207.583,407.978
-69100,-5.947,207.04,408.014
-69000,-5.858,206.497,408.051
-68900,-6.387,205.954,408.253
-68800,-7.66,205.411,408.455
-68700,-8.16,204.868,408.657
-68600,-7.952,204.325,408.859
-68500,-7.893,203.782,409.061
-68400,-7.501,203.239,409.263
-68300,-7.842,202.695,409.465
-68200,-8.11,202.152,409.667
-68100,-7.705,201.609,409.869
-68000,-7.695,201.066,410.072
-67900,-7.96,200.523,410.422
-67800,-8.094,199.98,410.772
-67700,-8.001,199.437,411.122
-67600,-7.777,198.894,411.472
-67500,-7.764,198.351,411.822
-67400,-7.617,197.808,412.172
-67300,-7.598,197.265,412.522
-67200,-7.507,196.722,412.872
-67100,-7.26,196.179,413.222
-67000,-7.421,195.635,413.572
-66900,-7.724,195.092,414.042
-66800,-7.547,194.747,414.512
-66700,-7.757,194.443,414.982
-66600,-7.638,194.138,415.452
-66500,-7.028,193.834,415.922
-66400,-7.023,193.529,416.392
-66300,-7.622,193.224,416.862
-66200,-8.169,192.92,417.332
-66100,-8.266,192.615,417.802
-66000,-7.83,192.311,418.272
-65900,-7.582,192.006,418.829
-65800,-8.361,191.702,419.386
-65700,-8.462,191.402,419.943
-65600,-7.898,191.601,420.5
-65500,-7.573,191.799,421.057
-65400,-7.325,191.998,421.614
-65300,-7.639,192.196,422.171
-65200,-7.914,192.395,422.728
-65100,-7.975,192.594,423.285
-65000,-8.145,192.792,423.843
-64900,-7.946,192.991,424.45
-64800,-7.966,193.19,425.057
-64700,-7.5,193.388,425.664
-64600,-7.455,193.587,426.271
-64500,-7.856,193.785,426.878
-64400,-7.426,193.984,427.485
-64300,-7.585,194.183,428.092
-64200,-7.572,194.381,428.699
-64100,-7.147,194.58,429.306
-64000,-6.868,194.778,429.913
-63900,-6.808,194.977,430.534
-63800,-6.827,195.176,431.155
-63700,-6.467,195.374,431.776
-63600,-6.66,195.622,432.397
-63500,-6.761,195.876,433.018
-63400,-6.307,196.131,433.639
-63300,-6.72,196.386,434.259
-63200,-7.323,196.641,434.88
-63100,-7.51,196.895,435.501
-63000,-7.51,197.15,436.122
-62900,-7.51,197.405,436.719
-62800,-7.535,197.66,437.316
-62700,-7.655,197.914,437.913
-62600,-7.998,198.169,438.51
-62500,-8.088,198.424,439.107
-62400,-7.641,198.679,439.704
-62300,-7.699,198.934,440.301
-62200,-7.385,199.188,440.898
-62100,-7.062,199.443,441.495
-62000,-7.066,199.698,442.092
-61900,-6.816,199.953,442.634
-61800,-6.54,200.207,443.176
-61700,-6.766,200.462,443.718
-61600,-7.198,200.717,444.26
-61500,-7.012,200.972,444.802
-61400,-6.861,201.226,445.344
-61300,-6.812,201.481,445.886
-61200,-6.622,201.736,446.428
-61100,-6.888,201.991,446.97
-61000,-7.266,202.245,447.512
-60900,-7.367,202.5,447.975
-60800,-6.773,202.755,448.438
-60700,-6.583,203.01,448.901
-60600,-6.515,203.264,449.364
-60500,-6.284,203.519,449.827
-60400,-6.358,203.774,450.29
-60300,-6.31,204.029,450.753
-60200,-6.134,204.283,451.216
-60100,-6.147,204.538,451.679
-60000,-6.527,204.793,452.141
-59900,-6.322,205.048,452.507
-59800,-5.686,205.302,452.873
-59700,-5.53,205.557,453.239
-59600,-5.53,205.812,453.605
-59500,-5.883,206.067,453.971
-59400,-5.969,206.321,454.337
-59300,-5.855,206.576,454.703
-59200,-6.192,206.831,455.069
-59100,-6.402,207.086,455.435
-59000,-6.022,207.34,455.801
-58900,-5.874,207.595,456.06
-58800,-5.996,207.85,456.319
-58700,-5.918,208.105,456.578
-58600,-5.675,208.359,456.837
-58500,-5.16,208.614,457.096
-58400,-4.594,208.869,457.355
-58300,-4.261,209.124,457.614
-58200,-4.952,209.378,457.873
-58100,-4.778,209.633,458.132
-58000,-4.643,209.888,458.391
-57900,-4.959,210.143,458.543
-57800,-4.959,210.397,458.695
-57700,-5.677,211.944,458.847
-57600,-4.976,213.503,458.999
-57500,-4.85,215.063,459.151
-57400,-4.461,216.622,459.303
-57300,-4.016,218.182,459.455
-57200,-4.693,219.742,459.607
-57100,-4.35,221.301,459.759
-57000,-3.729,221.438,459.91
-56900,-3.942,220.905,459.96
-56800,-4.74,220.372,460.01
-56700,-4.432,219.84,460.06
-56600,-4.587,219.307,460.11
-56500,-5.094,218.774,460.16
-56400,-4.786,218.241,460.21
-56300,-5.069,217.709,460.26
-56200,-4.812,217.176,460.31
-56100,-4.909,216.643,460.36
-56000,-5.056,216.11,460.41
-55900,-4.982,215.578,460.369
-55800,-5.629,215.045,460.328
-55700,-5.56,214.512,460.287
-55600,-5.388,213.979,460.246
-55500,-5.306,213.447,460.205
-55400,-5.584,212.914,460.164
-55300,-5.352,212.381,460.123
-55200,-5.707,211.848,460.082
-55100,-6.224,211.316,460.041
-55000,-6.555,210.783,460
-54900,-6.437,210.25,459.883
-54800,-6.293,209.717,459.766
-54700,-6.322,209.185,459.649
-54600,-6.385,208.652,459.532
-54500,-6.663,208.119,459.415
-54400,-6.443,207.586,459.298
-54300,-6.869,207.054,459.181
-54200,-7.058,206.521,459.064
-54100,-6.54,205.988,458.947
-54000,-6.248,205.455,458.83
-53900,-6.355,204.923,458.653
-53800,-6.094,204.39,458.476
-53700,-6.501,203.857,458.299
-53600,-6.65,203.324,458.122
-53500,-6.507,202.792,457.945
-53400,-5.828,202.259,457.768
-53300,-5.619,201.726,457.591
-53200,-6.299,201.193,457.414
-53100,-7.079,200.661,457.237
-53000,-7.126,200.128,457.06
-52900,-6.627,199.595,456.841
-52800,-6.128,199.062,456.622
-52700,-6.57,198.53,456.403
-52600,-6.264,197.997,456.184
-52500,-6.058,197.464,455.965
-52400,-5.381,196.932,455.746
-52300,-5.381,196.399,455.527
-52200,-5.822,195.866,455.308
-52100,-5.766,195.333,455.089
-52000,-5.56,194.801,454.869
-51900,-5.872,194.268,454.626
-51800,-5.622,193.735,454.382
-51700,-5.646,193.202,454.138
-51600,-6.497,192.67,453.894
-51500,-6.373,192.137,453.65
-51400,-5.72,191.604,453.406
-51300,-5.298,191.071,453.162
-51200,-4.099,190.539,452.918
-51100,-4.691,191.464,452.674
-51000,-5.757,192.901,452.43
-50900,-5.952,194.339,452.175
-50800,-5.867,195.776,451.92
-50700,-5.272,197.214,451.665
-50600,-5.58,198.651,451.41
-50500,-5.607,200.089,451.155
-50400,-5.54,201.526,450.9
-50300,-5.381,202.964,450.645
-50200,-5.646,204.401,450.39
-50100,-5.243,205.839,450.135
-50000,-5.15,207.276,449.88
-49900,-5.598,208.714,449.627
-49800,-5.479,210.151,449.374
-49700,-5.608,211.589,449.121
-49600,-6.038,213.026,448.868
-49500,-5.96,214.464,448.615
-49400,-5.748,215.634,448.362
-49300,-5.51,215.161,448.109
-49200,-5.856,214.689,447.856
-49100,-5.768,214.216,447.603
-49000,-5.961,213.744,447.35
-48900,-6.336,213.271,447.11
-48800,-6.466,212.798,446.87
-48700,-6.355,212.326,446.63
-48600,-6.143,211.853,446.39
-48500,-5.815,211.381,446.15
-48400,-5.991,210.908,445.91
-48300,-6.02,210.436,445.67
-48200,-6.524,209.578,445.43
-48100,-6.573,207.777,445.19
-48000,-6.692,205.976,444.95
-47900,-6.765,204.175,444.73
-47800,-6.291,202.374,444.51
-47700,-6.479,200.574,444.29
-47600,-6.913,198.773,444.07
-47500,-6.654,196.972,443.85
-47400,-6.683,195.171,443.63
-47300,-6.204,193.37,443.41
-47200,-5.984,191.57,443.19
-47100,-6.441,189.769,442.97
-47000,-6.819,188.41,442.75
-46900,-6.757,188.449,442.557
-46800,-6.488,188.489,442.364
-46700,-6.908,188.529,442.171
-46600,-6.86,188.569,441.978
-46500,-6.965,188.609,441.785
-46400,-7.386,188.649,441.592
-46300,-7.479,188.689,441.399
-46200,-7.387,188.728,441.206
-46100,-7.373,188.768,441.013
-46000,-7.018,188.808,440.82
-45900,-6.98,188.848,440.659
-45800,-6.722,188.888,440.498
-45700,-7.155,188.928,440.337
-45600,-7.859,188.968,440.176
-45500,-7.65,189.007,440.015
-45400,-7.929,189.047,439.854
-45300,-8.033,189.087,439.693
-45200,-7.194,189.127,439.532
-45100,-6.704,189.167,439.371
-45000,-6.693,189.207,439.21
-44900,-6.985,189.247,439.083
-44800,-7.44,189.287,438.956
-44700,-6.476,189.568,438.829
-44600,-6.551,189.973,438.702
-44500,-7.35,190.378,438.575
-44400,-7.114,190.783,438.448
-44300,-6.943,191.188,438.321
-44200,-7.25,191.594,438.194
-44100,-6.926,191.999,438.067
-44000,-6.789,192.404,437.94
-43900,-6.917,192.809,437.851
-43800,-6.563,193.215,437.762
-43700,-6.602,193.62,437.673
-43600,-6.389,194.025,437.584
-43500,-5.444,194.43,437.495
-43400,-6.254,194.836,437.406
-43300,-6.012,195.241,437.317
-43200,-5.51,195.646,437.228
-43100,-5.705,196.051,437.139
-43000,-5.92,196.457,437.05
-42900,-5.894,196.862,436.999
-42800,-6.034,197.267,436.948
-42700,-5.807,197.672,436.897
-42600,-5.432,198.078,436.846
-42500,-5.458,198.483,436.795
-42400,-5.599,198.888,436.744
-42300,-5.311,199.293,436.693
-42200,-4.766,199.699,436.642
-42100,-5.475,200.104,436.591
-42000,-5.262,200.509,436.54
-41900,-4.729,200.914,436.528
-41800,-5.013,201.319,436.516
-41700,-4.568,201.725,436.504
-41600,-5.149,202.13,436.492
-41500,-5.147,202.535,436.48
-41400,-5.038,202.94,436.468
-41300,-5.155,203.346,436.456
-41200,-5.808,203.751,436.444
-41100,-6.557,204.156,436.432
-41000,-6.123,204.561,436.42
-40900,-5.74,204.967,436.444
-40800,-6.424,205.372,436.468
-40700,-6.651,205.777,436.492
-40600,-6.619,206.182,436.516
-40500,-6.833,206.588,436.54
-40400,-6.578,206.993,436.564
-40300,-6.356,207.398,436.588
-40200,-7.108,207.803,436.612
-40100,-7.074,208.209,436.636
-40000,-6.943,208.614,436.66
-39900,-6.337,209.019,436.716
-39800,-5.547,209.1,436.772
-39700,-6.009,209.1,436.828
-39600,-6.13,209.1,436.884
-39500,-6.239,209.1,436.94
-39400,-6.22,209.1,436.996
-39300,-6.039,209.1,437.052
-39200,-5.93,209.1,437.108
-39100,-6.241,209.1,437.164
-39000,-6.573,209.1,437.22
-38900,-6.623,209.1,437.302
-38800,-6.68,209.1,437.384
-38700,-6.735,209.1,437.466
-38600,-6.994,209.1,437.548
-38500,-7.18,209.1,437.63
-38400,-7.125,209.1,437.712
-38300,-6.985,209.1,437.794
-38200,-6.798,209.1,437.876
-38100,-6.603,209.1,437.958
-38000,-6.367,209.1,438.04
-37900,-6.412,209.1,438.138
-37800,-6.598,209.1,438.236
-37700,-6.769,209.1,438.334
-37600,-6.188,209.1,438.432
-37500,-6.579,209.1,438.53
-37400,-7.181,209.1,438.628
-37300,-6.959,209.1,438.726
-37200,-6.9,209.1,438.824
-37100,-6.818,209.1,438.922
-37000,-6.646,209.1,439.02
-36900,-6.301,209.1,439.122
-36800,-6.235,209.1,439.224
-36700,-6.837,209.1,439.326
-36600,-6.726,209.1,439.428
-36500,-7.309,209.1,439.53
-36400,-7.61,209.1,439.632
-36300,-7.149,209.1,439.734
-36200,-6.837,209.1,439.836
-36100,-6.453,209.1,439.938
-36000,-6.179,209.1,440.04
-35900,-5.75,209.1,440.131
-35800,-5.647,209.1,440.222
-35700,-5.426,209.1,440.313
-35600,-5.609,209.1,440.404
-35500,-5.414,209.1,440.495
-35400,-5.258,209.1,440.586
-35300,-5.596,209.1,440.677
-35200,-5.884,209.1,440.768
-35100,-5.931,209.1,440.859
-35000,-5.308,209.1,440.95
-34900,-4.856,209.1,441.014
-34800,-5.276,209.1,441.078
-34700,-5.8,209.1,441.142
-34600,-6.121,209.1,441.206
-34500,-6.024,209.1,441.27
-34400,-6.328,209.1,441.334
-34300,-6.332,209.1,441.398
-34200,-6.763,209.1,441.462
-34100,-6.788,209.1,441.526
-34000,-6.854,209.1,441.59
-33900,-7.307,209.1,441.61
-33800,-7.186,208.973,441.63
-33700,-7.145,208.821,441.65
-33600,-7.387,208.669,441.67
-33500,-7.488,208.517,441.69
-33400,-7.177,208.365,441.71
-33300,-7.317,208.213,441.73
-33200,-7.6,208.062,441.75
-33100,-7.597,207.91,441.77
-33000,-7.451,207.758,441.79
-32900,-7.408,207.606,441.753
-32800,-7.47,207.454,441.716
-32700,-6.704,207.302,441.679
-32600,-6.74,207.151,441.642
-32500,-7.267,206.999,441.605
-32400,-7.171,206.847,441.568
-32300,-6.61,206.695,441.531
-32200,-7.228,206.543,441.494
-32100,-6.953,206.391,441.457
-32000,-6.755,206.24,441.42
-31900,-6.769,206.088,441.316
-31800,-7.188,205.936,441.212
-31700,-7.606,205.784,441.108
-31600,-8.077,205.632,441.004
-31500,-8.083,205.481,440.9
-31400,-7.809,205.253,440.796
-31300,-7.655,204.941,440.692
-31200,-7.887,204.628,440.588
-31100,-8.033,204.316,440.484
-31000,-7.975,204.003,440.38
-30900,-7.738,203.691,440.205
-30800,-7.348,203.379,440.03
-30700,-7.417,203.066,439.855
-30600,-7.551,202.754,439.68
-30500,-7.689,202.441,439.505
-30400,-7.8,202.129,439.33
-30300,-7.662,201.816,439.155
-30200,-7.021,201.504,438.98
-30100,-7.333,201.192,438.805
-30000,-8.095,200.879,438.63
-29900,-8.372,200.567,438.386
-29800,-8.532,200.254,438.142
-29700,-8.381,199.942,437.898
-29600,-8.367,199.629,437.654
-29500,-8.333,199.317,437.41
-29400,-7.996,199.005,437.166
-29300,-7.686,198.692,436.922
-29200,-7.361,198.38,436.678
-29100,-7.03,198.067,436.434
-29000,-6.71,197.755,436.19
-28900,-6.833,197.442,435.891
-28800,-7.275,197.13,435.592
-28700,-7.698,196.818,435.293
-28600,-8.108,196.505,434.994
-28500,-8.509,196.193,434.695
-28400,-8.672,195.88,434.396
-28300,-7.913,195.568,434.097
-28200,-7.602,195.255,433.798
-28100,-7.848,194.943,433.499
-28000,-8.075,194.631,433.2
-27900,-8.29,194.318,432.866
-27800,-8.55,194.006,432.532
-27700,-8.532,193.693,432.198
-27600,-8.07,193.381,431.864
-27500,-8.034,193.068,431.53
-27400,-8.522,192.756,431.196
-27300,-8.804,192.444,430.862
-27200,-9.02,192.131,430.528
-27100,-8.978,191.819,430.194
-27000,-8.477,191.439,429.86
-26900,-7.766,191.017,429.515
-26800,-7.666,190.595,429.17
-26700,-8.012,190.174,428.825
-26600,-8.09,189.752,428.48
-26500,-8.023,189.331,428.135
-26400,-7.739,188.909,427.79
-26300,-7.389,188.503,427.445
-26200,-7.18,188.596,427.1
-26100,-7.476,188.689,426.755
-26000,-7.432,188.782,426.41
-25900,-7.277,188.876,426.088
-25800,-7.065,188.969,425.766
-25700,-7.047,189.062,425.444
-25600,-7.777,189.155,425.122
-25500,-8.18,189.248,424.8
-25400,-8.069,189.342,424.478
-25300,-7.738,189.435,424.156
-25200,-7.818,189.528,423.834
-25100,-7.997,189.621,423.512
-25000,-7.975,189.715,423.19
-24900,-7.281,189.808,422.922
-24800,-7.19,189.901,422.654
-24700,-7.5,189.994,422.386
-24600,-7.515,190.087,422.118
-24500,-7.94,190.181,421.85
-24400,-9.008,190.274,421.582
-24300,-8.898,190.367,421.314
-24200,-8.002,190.46,421.046
-24100,-8.035,190.553,420.778
-24000,-8.296,190.647,420.51
-23900,-8.507,190.74,420.329
-23800,-8.63,190.833,420.148
-23700,-8.63,190.926,419.967
-23600,-8.294,191.019,419.786
-23500,-7.776,191.113,419.605
-23400,-8.604,191.206,419.424
-23300,-8.978,191.299,419.243
-23200,-8.856,191.392,419.062
-23100,-8.647,191.485,418.881
-23000,-8.111,191.579,418.7
-22900,-7.963,191.538,418.63
-22800,-8.588,191.458,418.56
-22700,-8.507,191.378,418.49
-22600,-8.423,191.297,418.42
-22500,-8.335,191.217,418.35
-22400,-8.399,191.137,418.28
-22300,-8.752,191.056,418.21
-22200,-8.82,190.976,418.14
-22100,-8.386,190.896,418.07
-22000,-8.142,190.816,418
-21900,-8.216,190.735,418.062
-21800,-8.273,190.655,418.124
-21700,-7.758,190.575,418.186
-21600,-7.383,190.494,418.248
-21500,-7.838,190.414,418.31
-21400,-8.045,190.334,418.372
-21300,-7.937,190.254,418.434
-21200,-7.91,190.173,418.496
-21100,-7.95,190.093,418.558
-21000,-8.106,190.013,418.62
-20900,-8.028,189.932,418.822
-20800,-7.89,189.852,419.024
-20700,-7.953,189.772,419.226
-20600,-8.039,189.691,419.428
-20500,-8.047,189.611,419.63
-20400,-8.096,189.531,419.832
-20300,-7.897,189.451,420.034
-20200,-7.531,189.37,420.236
-20100,-7.797,189.29,420.438
-20000,-7.778,189.21,420.64
-19900,-8.377,188.931,420.983
-19800,-8.539,188.626,421.326
-19700,-8.701,188.321,421.669
-19600,-8.415,188.016,422.012
-19500,-8.013,187.71,422.355
-19400,-7.615,187.405,422.698
-19300,-7.749,187.1,423.041
-19200,-8.027,186.794,423.384
-19100,-8.231,186.489,423.727
-19000,-7.923,186.184,424.07
-18900,-7.599,185.879,424.54
-18800,-8.322,185.573,425.01
-18700,-8.727,185.268,425.48
-18600,-8.442,184.963,425.95
-18500,-8.311,184.658,426.42
-18400,-7.839,184.352,426.89
-18300,-7.859,184.047,427.36
-18200,-8.166,183.742,427.83
-18100,-8.547,183.436,428.3
-18000,-8.024,183.131,428.77
-17900,-7.732,182.826,429.343
-17800,-7.804,182.521,429.916
-17700,-7.836,182.215,430.489
-17600,-7.749,183.305,431.062
-17500,-7.997,184.468,431.635
-17400,-8.136,185.631,432.208
-17300,-7.466,186.794,432.781
-17200,-7.547,187.957,433.354
-17100,-7.812,189.12,433.927
-17000,-8.365,190.283,434.5
-16900,-8.353,191.446,435.142
-16800,-7.457,192.609,435.784
-16700,-7.088,193.772,436.426
-16600,-6.831,194.935,437.068
-16500,-6.744,196.098,437.71
-16400,-6.88,197.261,438.352
-16300,-6.787,198.424,438.994
-16200,-6.336,199.587,439.636
-16100,-5.95,200.75,440.278
-16000,-5.945,201.913,440.92
-15900,-6.01,203.076,441.59
-15800,-5.31,204.238,442.26
-15700,-5.555,205.401,442.93
-15600,-5.53,206.564,443.6
-15500,-5.702,207.727,444.27
-15400,-4.951,208.89,444.94
-15300,-4.81,210.053,445.61
-15200,-5.203,211.216,446.28
-15100,-5.321,212.379,446.95
-15000,-4.55,213.542,447.62
-14900,-4.67,214.705,448.27
-14800,-4.288,215.868,448.92
-14700,-3.933,217.031,449.57
-14600,-4.276,218.194,450.22
-14500,-3.742,219.357,450.87
-14400,-4.093,220.52,451.52
-14300,-3.678,221.683,452.17
-14200,-3.246,222.846,452.82
-14100,-2.807,224.009,453.47
-14000,-2.356,225.172,454.12
-13900,-2.184,226.961,454.703
-13800,-2.118,228.828,455.286
-13700,-3.02,230.694,455.869
-13600,-3.57,232.56,456.452
-13500,-4.181,234.427,457.035
-13400,-3.551,236.206,457.618
-13300,-3.17,236.331,458.201
-13200,-3.617,236.455,458.784
-13100,-3.776,236.58,459.367
-13000,-3.688,236.705,459.95
-12900,-3.443,236.829,460.422
-12800,-3.323,236.954,460.894
-12700,-3.877,237.078,461.366
-12600,-4.25,237.203,461.838
-12500,-3.743,237.327,462.31
-12400,-3.874,237.452,462.782
-12300,-4.069,237.576,463.254
-12200,-2.896,237.701,463.726
-12100,-3.017,237.825,464.198
-12000,-2.503,237.95,464.67
-11900,-2.645,238.075,464.995
-11800,-2.355,238.199,465.32
-11700,-1.864,238.614,465.645
-11600,-1.594,240.268,465.97
-11500,-1.371,241.922,466.295
-11400,-0.893,243.576,466.62
-11300,-0.419,246.37,466.945
-11200,0.616,252.408,467.27
-11100,0.09,258.447,467.595
-11000,-0.219,263.669,467.92
-10900,-0.246,263.433,468.072
-10800,-0.395,263.197,468.224
-10700,-0.778,262.962,468.376
-10600,-0.869,262.726,468.528
-10500,-0.767,262.49,468.68
-10400,-0.595,262.254,468.832
-10300,-0.964,262.018,468.984
-10200,0.438,261.782,469.136
-10100,-0.526,261.577,469.288
-10000,-0.484,261.478,469.44
-9900,-0.364,261.378,469.408
-9800,-0.81,261.279,469.376
-9700,-0.582,261.179,469.344
-9600,0.449,261.08,469.312
-9500,-0.16,260.98,469.28
-9400,-0.81,260.881,469.248
-9300,0.013,260.781,469.216
-9200,-0.162,260.682,469.184
-9100,-0.573,260.582,469.152
-9000,-0.553,260.483,469.12
-8900,-0.538,260.383,468.908
-8800,-0.595,260.284,468.696
-8700,0.04,260.184,468.484
-8600,-0.711,260.085,468.272
-8500,-0.597,259.985,468.06
-8400,-0.237,259.886,467.848
-8300,-0.667,259.786,467.636
-8200,-0.079,259.687,467.424
-8100,0.66,259.517,467.212
-8000,-0.552,258.881,467
-7900,-0.901,258.245,466.629
-7800,-0.61,257.609,466.258
-7700,-0.083,256.973,465.887
-7600,0.001,256.337,465.516
-7500,-0.02,255.701,465.145
-7400,-0.641,255.064,464.774
-7300,-0.234,254.785,464.403
-7200,-0.015,255.472,464.032
-7100,-0.904,256.158,463.661
-7000,-0.838,256.845,463.29
-6900,-0.849,257.532,462.792
-6800,-1.078,258.218,462.294
-6700,0.013,258.905,461.796
-6600,-0.289,259.591,461.298
-6500,-0.4,260.278,460.8
-6400,-1.443,260.964,460.302
-6300,0.05,261.651,459.804
-6200,-0.269,262.25,459.306
-6100,0.309,262.497,458.808
-6000,-0.681,262.744,458.31
-5900,0.391,262.991,457.727
-5800,-0.23,263.238,457.144
-5700,-0.11,263.485,456.561
-5600,0.059,263.733,455.978
-5500,0.153,263.98,455.395
-5400,0.5,264.227,454.812
-5300,0.12,264.474,454.229
-5200,-0.261,264.721,453.646
-5100,0.16,264.968,453.063
-5000,-0.504,265.216,452.48
-4900,-0.944,265.463,451.86
-4800,0.172,265.71,451.24
-4700,-0.819,265.957,450.62
-4600,0.154,266.204,450
-4500,1.13,266.451,449.38
-4400,1.13,266.699,448.76
-4300,0.616,266.946,448.14
-4200,-1.004,267.193,447.52
-4100,-0.896,267.44,446.9
-4000,-0.717,267.687,446.28
-3900,-0.153,267.934,445.672
-3800,-0.549,268.879,445.064
-3700,0.439,271.241,444.456
-3600,0.22,273.113,443.848
-3500,-0.646,274.034,443.24
-3400,0.041,274.955,442.632
-3300,-0.534,275.876,442.024
-3200,0.145,276.797,441.416
-3100,-0.441,277.718,440.808
-3000,-1.114,278.64,440.2
-2900,-0.615,279.561,439.649
-2800,-0.761,280.482,439.098
-2700,-0.836,281.403,438.547
-2600,-0.945,282.324,437.996
-2500,0.277,283.245,437.445
-2400,-1.02,284.166,436.894
-2300,0.679,,436.343
-2200,-0.794,,435.792
-2100,-0.552,,435.241
-2000,-0.411,,434.69
-1900,-0.405,,434.233
-1800,-1.231,,433.776
-1700,-0.916,,433.319
-1600,-1.216,,432.862
-1500,-0.503,,432.405
-1400,-0.072,,431.948
-1300,-1.123,,431.491
-1200,-0.531,,431.034
-1100,-0.597,,430.577
-1000,-0.665,,430.12
-900,-0.406,,429.784
