dates,reservoir,volume (%),rain (mm/dia)
11/3/2005,Cantareira,39.1,4.3
11/4/2005,Cantareira,39,0
11/5/2005,Cantareira,39.3,23
11/6/2005,Cantareira,39.6,10.7
11/7/2005,Cantareira,39.6,0
11/8/2005,Cantareira,39.5,0.9
11/9/2005,Cantareira,39.5,1
11/10/2005,Cantareira,39.4,2
11/11/2005,Cantareira,39.3,0
11/12/2005,Cantareira,39.1,0
11/13/2005,Cantareira,38.9,5
11/14/2005,Cantareira,38.8,0
11/15/2005,Cantareira,38.6,0
11/16/2005,Cantareira,38.5,0.6
11/17/2005,Cantareira,38.4,4.5
11/18/2005,Cantareira,38.4,19.6
11/19/2005,Cantareira,38.5,17.5
11/20/2005,Cantareira,38.5,8.4
11/21/2005,Cantareira,38.4,0
11/22/2005,Cantareira,38.2,0
11/23/2005,Cantareira,38.1,7.2
11/24/2005,Cantareira,38,3.4
11/25/2005,Cantareira,37.9,0.2
11/26/2005,Cantareira,38.3,35.3
11/27/2005,Cantareira,38.4,0.2
11/28/2005,Cantareira,38.5,0
11/29/2005,Cantareira,38.3,0
11/30/2005,Cantareira,38.2,0.4
12/1/2005,Cantareira,38.2,15
12/2/2005,Cantareira,38.1,6.8
12/3/2005,Cantareira,38.1,4.2
12/4/2005,Cantareira,38.1,0
12/5/2005,Cantareira,38.2,0
12/6/2005,Cantareira,38.2,4.2
12/7/2005,Cantareira,38.3,17.4
12/8/2005,Cantareira,38.3,0.3
12/9/2005,Cantareira,38.3,0
12/10/2005,Cantareira,38.2,0
12/11/2005,Cantareira,38.1,1.1
12/12/2005,Cantareira,38.2,1.7
12/13/2005,Cantareira,38.1,0.2
12/14/2005,Cantareira,38,0
12/15/2005,Cantareira,37.9,0
12/16/2005,Cantareira,37.8,0
12/17/2005,Cantareira,37.6,12.7
12/18/2005,Cantareira,37.8,24.5
12/19/2005,Cantareira,38.1,30
12/20/2005,Cantareira,38.3,2.4
12/21/2005,Cantareira,38.8,37.3
12/22/2005,Cantareira,39.1,1.7
12/23/2005,Cantareira,39.3,13.5
12/24/2005,Cantareira,39.6,0
12/25/2005,Cantareira,39.9,5.4
12/26/2005,Cantareira,40,1.3
12/27/2005,Cantareira,40,0
12/28/2005,Cantareira,40,0
12/29/2005,Cantareira,40,0
12/30/2005,Cantareira,39.9,4.3
12/31/2005,Cantareira,39.9,18.2
1/1/2006,Cantareira,40,22.6
1/2/2006,Cantareira,40.3,15.6
1/3/2006,Cantareira,40.8,43.4
1/4/2006,Cantareira,41.8,23.2
1/5/2006,Cantareira,42.8,18.4
1/6/2006,Cantareira,43.5,3.4
1/7/2006,Cantareira,44.1,1.5
1/8/2006,Cantareira,44.6,0.9
1/9/2006,Cantareira,44.9,1.1
1/10/2006,Cantareira,45.2,5.7
1/11/2006,Cantareira,45.3,0.7
1/12/2006,Cantareira,45.4,0.8
1/13/2006,Cantareira,45.4,0
1/14/2006,Cantareira,45.4,0
1/15/2006,Cantareira,45.4,0
1/16/2006,Cantareira,45.3,0
1/17/2006,Cantareira,45.3,0
1/18/2006,Cantareira,45.2,0
1/19/2006,Cantareira,45.2,10.9
1/20/2006,Cantareira,45.2,2.8
1/21/2006,Cantareira,45.1,0
1/22/2006,Cantareira,45,0
1/23/2006,Cantareira,45,0
1/24/2006,Cantareira,44.9,1.5
1/25/2006,Cantareira,44.8,5.4
1/26/2006,Cantareira,44.7,3.1
1/27/2006,Cantareira,44.6,7.8
1/28/2006,Cantareira,44.5,4.4
1/29/2006,Cantareira,44.5,2.7
1/30/2006,Cantareira,44.8,27.7
1/31/2006,Cantareira,44.9,6.6
2/1/2006,Cantareira,45.1,8.3
2/2/2006,Cantareira,45.4,12.7
2/3/2006,Cantareira,45.4,0
2/4/2006,Cantareira,45.6,3.4
2/5/2006,Cantareira,45.7,4.4
2/6/2006,Cantareira,45.7,0
2/7/2006,Cantareira,45.7,4.3
2/8/2006,Cantareira,45.9,19.3
2/9/2006,Cantareira,46.1,15.4
2/10/2006,Cantareira,46.4,17.4
2/11/2006,Cantareira,47.3,42.4
2/12/2006,Cantareira,48.9,52.8
2/13/2006,Cantareira,49.7,4.8
2/14/2006,Cantareira,50.4,6.2
2/15/2006,Cantareira,50.8,4.4
2/16/2006,Cantareira,51.9,34.8
2/17/2006,Cantareira,53,0.2
2/18/2006,Cantareira,54.5,20
2/19/2006,Cantareira,55.1,0.2
2/20/2006,Cantareira,55.6,8.5
2/21/2006,Cantareira,55.9,1.6
2/22/2006,Cantareira,56.3,13.5
2/23/2006,Cantareira,56.6,5.4
2/24/2006,Cantareira,56.8,0.1
2/25/2006,Cantareira,57,3.2
2/26/2006,Cantareira,57.1,0
2/27/2006,Cantareira,57.2,0
2/28/2006,Cantareira,57.4,0
3/1/2006,Cantareira,57.6,9.3
3/2/2006,Cantareira,57.7,0.6
3/3/2006,Cantareira,57.8,6.1
3/4/2006,Cantareira,58,8.4
3/5/2006,Cantareira,58.5,24.9
3/6/2006,Cantareira,58.8,2.9
3/7/2006,Cantareira,59.6,40
3/8/2006,Cantareira,60,2.8
3/9/2006,Cantareira,60.5,0.1
3/10/2006,Cantareira,60.8,0
3/11/2006,Cantareira,61,14.3
3/12/2006,Cantareira,61.1,0.3
3/13/2006,Cantareira,61.3,0
3/14/2006,Cantareira,61.3,0
3/15/2006,Cantareira,61.4,0
3/16/2006,Cantareira,61.6,6.5
3/17/2006,Cantareira,61.8,9.5
3/18/2006,Cantareira,62,1.4
3/19/2006,Cantareira,62.1,2.3
3/20/2006,Cantareira,62.2,0.1
3/21/2006,Cantareira,62.4,24.8
3/22/2006,Cantareira,62.6,5.2
3/23/2006,Cantareira,62.8,11.3
3/24/2006,Cantareira,62.9,8.4
3/25/2006,Cantareira,63.2,21.5
3/26/2006,Cantareira,63.5,5.3
3/27/2006,Cantareira,63.8,0.1
3/28/2006,Cantareira,64,0
3/29/2006,Cantareira,64.1,18.2
3/30/2006,Cantareira,65.4,42.2
3/31/2006,Cantareira,65.9,0.3
4/1/2006,Cantareira,66.3,0
4/2/2006,Cantareira,66.6,0
4/3/2006,Cantareira,66.7,0
4/4/2006,Cantareira,66.8,0
4/5/2006,Cantareira,66.8,0
4/6/2006,Cantareira,66.9,0
4/7/2006,Cantareira,67,5.4
4/8/2006,Cantareira,67.2,2
4/9/2006,Cantareira,67.4,7
4/10/2006,Cantareira,67.7,7.9
4/11/2006,Cantareira,67.8,1
4/12/2006,Cantareira,67.9,0
4/13/2006,Cantareira,67.9,0
4/14/2006,Cantareira,67.9,0
4/15/2006,Cantareira,67.9,0
4/16/2006,Cantareira,67.9,0
4/17/2006,Cantareira,68,4.1
4/18/2006,Cantareira,68,0.4
4/19/2006,Cantareira,68,0
4/20/2006,Cantareira,68,0
4/21/2006,Cantareira,68,0
4/22/2006,Cantareira,68,0
4/23/2006,Cantareira,68,1.6
4/24/2006,Cantareira,68,0
4/25/2006,Cantareira,68,0
4/26/2006,Cantareira,68,0.1
4/27/2006,Cantareira,67.9,0.7
4/28/2006,Cantareira,67.9,0
4/29/2006,Cantareira,67.9,0
4/30/2006,Cantareira,67.8,0
5/1/2006,Cantareira,67.7,0
5/2/2006,Cantareira,67.7,0
5/3/2006,Cantareira,67.6,0
5/4/2006,Cantareira,67.4,0
5/5/2006,Cantareira,67.4,0
5/6/2006,Cantareira,67.3,0
5/7/2006,Cantareira,67.2,0
5/8/2006,Cantareira,67.1,0
5/9/2006,Cantareira,67.1,0.1
5/10/2006,Cantareira,66.9,0.1
5/11/2006,Cantareira,66.8,0.1
5/12/2006,Cantareira,66.8,0.1
5/13/2006,Cantareira,66.7,1
5/14/2006,Cantareira,66.6,0
5/15/2006,Cantareira,66.5,0
5/16/2006,Cantareira,66.4,0
5/17/2006,Cantareira,66.3,0
5/18/2006,Cantareira,66.2,0
5/19/2006,Cantareira,66.1,0
5/20/2006,Cantareira,66,0
5/21/2006,Cantareira,65.9,0
5/22/2006,Cantareira,65.8,0
5/23/2006,Cantareira,65.8,12.8
5/24/2006,Cantareira,65.8,4.7
5/25/2006,Cantareira,65.8,1.3
5/26/2006,Cantareira,65.7,0
5/27/2006,Cantareira,65.7,0
5/28/2006,Cantareira,65.5,0
5/29/2006,Cantareira,65.5,0
5/30/2006,Cantareira,65.4,0
5/31/2006,Cantareira,65.3,0
6/1/2006,Cantareira,65.2,0
6/2/2006,Cantareira,65,0
6/3/2006,Cantareira,64.9,0
6/4/2006,Cantareira,64.8,0
6/5/2006,Cantareira,64.6,0
6/6/2006,Cantareira,64.6,0
6/7/2006,Cantareira,64.5,0
6/8/2006,Cantareira,64.3,0
6/9/2006,Cantareira,64.2,0
6/10/2006,Cantareira,64.1,0
6/11/2006,Cantareira,64,0
6/12/2006,Cantareira,63.8,0
6/13/2006,Cantareira,63.7,0
6/14/2006,Cantareira,63.6,0
6/15/2006,Cantareira,63.5,0
6/16/2006,Cantareira,63.3,0
6/17/2006,Cantareira,63.1,0
6/18/2006,Cantareira,63,0
6/19/2006,Cantareira,62.9,0
6/20/2006,Cantareira,62.8,0
6/21/2006,Cantareira,62.6,0
6/22/2006,Cantareira,62.4,0
6/23/2006,Cantareira,62.2,0
6/24/2006,Cantareira,62,0
6/25/2006,Cantareira,61.9,0
6/26/2006,Cantareira,61.7,2
6/27/2006,Cantareira,61.9,14.7
6/28/2006,Cantareira,61.8,0
6/29/2006,Cantareira,61.7,0
6/30/2006,Cantareira,61.5,0
7/1/2006,Cantareira,61.3,0
7/2/2006,Cantareira,61.2,0
7/3/2006,Cantareira,61.1,0.6
7/4/2006,Cantareira,60.9,0
7/5/2006,Cantareira,60.8,0
7/6/2006,Cantareira,60.6,0
7/7/2006,Cantareira,60.5,0
7/8/2006,Cantareira,60.3,0
7/9/2006,Cantareira,60.1,0
7/10/2006,Cantareira,60,4.4
7/11/2006,Cantareira,60.3,32.1
7/12/2006,Cantareira,60.2,0
7/13/2006,Cantareira,60,0
7/14/2006,Cantareira,59.8,0
7/15/2006,Cantareira,59.6,0
7/16/2006,Cantareira,59.6,0
7/17/2006,Cantareira,59.4,0
7/18/2006,Cantareira,59.2,0
7/19/2006,Cantareira,59.1,0
7/20/2006,Cantareira,58.9,0
7/21/2006,Cantareira,58.7,0
7/22/2006,Cantareira,58.6,0
7/23/2006,Cantareira,58.4,0
7/24/2006,Cantareira,58.3,0
7/25/2006,Cantareira,58.1,0
7/26/2006,Cantareira,57.9,0
7/27/2006,Cantareira,57.7,0
7/28/2006,Cantareira,57.5,0
7/29/2006,Cantareira,57.4,9.7
7/30/2006,Cantareira,57.4,9
7/31/2006,Cantareira,57.4,12.3
8/1/2006,Cantareira,57.4,7
8/2/2006,Cantareira,57.4,0
8/3/2006,Cantareira,57.3,0
8/4/2006,Cantareira,57.2,0
8/5/2006,Cantareira,57,0
8/6/2006,Cantareira,56.9,0
8/7/2006,Cantareira,56.8,0
8/8/2006,Cantareira,56.5,0
8/9/2006,Cantareira,56.3,0
8/10/2006,Cantareira,56.1,0
8/11/2006,Cantareira,55.9,0
8/12/2006,Cantareira,55.7,0
8/13/2006,Cantareira,55.4,0
8/14/2006,Cantareira,55.2,0
8/15/2006,Cantareira,55,0
8/16/2006,Cantareira,54.9,0
8/17/2006,Cantareira,54.7,0
8/18/2006,Cantareira,54.4,0
8/19/2006,Cantareira,54.2,1.4
8/20/2006,Cantareira,54,0.2
8/21/2006,Cantareira,53.8,0
8/22/2006,Cantareira,53.6,0
8/23/2006,Cantareira,53.3,0
8/24/2006,Cantareira,53.1,0
8/25/2006,Cantareira,52.9,0
8/26/2006,Cantareira,52.7,0
8/27/2006,Cantareira,52.6,5
8/28/2006,Cantareira,52.4,0
8/29/2006,Cantareira,52.1,0
8/30/2006,Cantareira,51.9,0
8/31/2006,Cantareira,51.6,0
9/1/2006,Cantareira,51.3,3.8
9/2/2006,Cantareira,51.1,25.8
9/3/2006,Cantareira,51.1,6.6
9/4/2006,Cantareira,51,0
9/5/2006,Cantareira,50.9,0
9/6/2006,Cantareira,50.7,0
9/7/2006,Cantareira,50.4,0
9/8/2006,Cantareira,50.1,0
9/9/2006,Cantareira,49.9,0
9/10/2006,Cantareira,49.6,0
9/11/2006,Cantareira,49.3,0
9/12/2006,Cantareira,49,0
9/13/2006,Cantareira,48.8,0
9/14/2006,Cantareira,48.5,0
9/15/2006,Cantareira,48.2,0
9/16/2006,Cantareira,47.9,0
9/17/2006,Cantareira,47.6,8.4
9/18/2006,Cantareira,47.4,13
9/19/2006,Cantareira,47.3,3.1
9/20/2006,Cantareira,47.1,0
9/21/2006,Cantareira,47,6.5
9/22/2006,Cantareira,46.8,0
9/23/2006,Cantareira,46.6,0
9/24/2006,Cantareira,46.4,4.2
9/25/2006,Cantareira,46.2,0
9/26/2006,Cantareira,46,0
9/27/2006,Cantareira,45.8,0
9/28/2006,Cantareira,45.6,0
9/29/2006,Cantareira,45.3,0
9/30/2006,Cantareira,45.1,3.3
10/1/2006,Cantareira,45,0.9
10/2/2006,Cantareira,44.8,9.9
10/3/2006,Cantareira,44.7,10
10/4/2006,Cantareira,44.6,0
10/5/2006,Cantareira,44.5,12
10/6/2006,Cantareira,44.5,0.7
10/7/2006,Cantareira,44.3,6.2
10/8/2006,Cantareira,44.2,1.6
10/9/2006,Cantareira,44,0
10/10/2006,Cantareira,43.7,0
10/11/2006,Cantareira,43.6,0
10/12/2006,Cantareira,43.4,0
10/13/2006,Cantareira,43.2,1.8
10/14/2006,Cantareira,43,1.9
10/15/2006,Cantareira,42.8,0
10/16/2006,Cantareira,42.7,0.3
10/17/2006,Cantareira,42.7,31.8
10/18/2006,Cantareira,42.5,0.7
10/19/2006,Cantareira,42.4,4.4
10/20/2006,Cantareira,42.3,7
10/21/2006,Cantareira,42.2,0
10/22/2006,Cantareira,42,0
10/23/2006,Cantareira,41.8,0
10/24/2006,Cantareira,41.5,0
10/25/2006,Cantareira,41.3,0
10/26/2006,Cantareira,41,0
10/27/2006,Cantareira,40.7,0
10/28/2006,Cantareira,40.5,0
10/29/2006,Cantareira,40.2,0
10/30/2006,Cantareira,40,0
10/31/2006,Cantareira,39.7,0
11/1/2006,Cantareira,39.4,2.5
11/2/2006,Cantareira,39.2,19.3
11/3/2006,Cantareira,39.2,12.2
11/4/2006,Cantareira,39,0
11/5/2006,Cantareira,38.8,0
11/6/2006,Cantareira,38.6,0
11/7/2006,Cantareira,38.4,1.5
11/8/2006,Cantareira,38.2,0
11/9/2006,Cantareira,38,0
11/10/2006,Cantareira,37.8,0.8
11/11/2006,Cantareira,37.5,2.6
11/12/2006,Cantareira,37.2,0
11/13/2006,Cantareira,36.9,0.9
11/14/2006,Cantareira,36.7,0
11/15/2006,Cantareira,36.5,0
11/16/2006,Cantareira,36.3,6.4
11/17/2006,Cantareira,36,13.1
11/18/2006,Cantareira,35.8,0
11/19/2006,Cantareira,35.5,2.6
11/20/2006,Cantareira,35.6,34.9
11/21/2006,Cantareira,35.6,2
11/22/2006,Cantareira,35.6,0
11/23/2006,Cantareira,35.4,0
11/24/2006,Cantareira,35.2,0
11/25/2006,Cantareira,35,4.4
11/26/2006,Cantareira,35,22.2
11/27/2006,Cantareira,35.1,26.6
11/28/2006,Cantareira,35.1,8.2
11/29/2006,Cantareira,35.1,4.2
11/30/2006,Cantareira,35.4,20
12/1/2006,Cantareira,35.4,1.7
12/2/2006,Cantareira,35.3,0
12/3/2006,Cantareira,35.2,0
12/4/2006,Cantareira,35.1,1.2
12/5/2006,Cantareira,35.4,34.8
12/6/2006,Cantareira,35.4,12.2
12/7/2006,Cantareira,35.6,8.5
12/8/2006,Cantareira,35.4,0.1
12/9/2006,Cantareira,35.3,0
12/10/2006,Cantareira,35.2,2.3
12/11/2006,Cantareira,35.1,0
12/12/2006,Cantareira,34.9,0
12/13/2006,Cantareira,34.7,0
12/14/2006,Cantareira,34.6,1
12/15/2006,Cantareira,34.5,18.5
12/16/2006,Cantareira,34.6,8.6
12/17/2006,Cantareira,34.7,0
12/18/2006,Cantareira,34.6,6.6
12/19/2006,Cantareira,34.8,16.4
12/20/2006,Cantareira,34.8,11.2
12/21/2006,Cantareira,34.8,10.2
12/22/2006,Cantareira,34.8,2.9
12/23/2006,Cantareira,34.8,19.7
12/24/2006,Cantareira,35.5,47.5
12/25/2006,Cantareira,35.9,15.1
12/26/2006,Cantareira,35.9,3.4
12/27/2006,Cantareira,36.1,10
12/28/2006,Cantareira,36.4,17
12/29/2006,Cantareira,36.8,3
12/30/2006,Cantareira,37.1,0
12/31/2006,Cantareira,37.3,32.1
1/1/2007,Cantareira,37.9,36.9
1/2/2007,Cantareira,38.1,1
1/3/2007,Cantareira,38.3,6.3
1/4/2007,Cantareira,38.9,39.6
1/5/2007,Cantareira,39.8,39
1/6/2007,Cantareira,40.7,12.2
1/7/2007,Cantareira,41.4,3.1
1/8/2007,Cantareira,42.2,11
1/9/2007,Cantareira,42.6,0.1
1/10/2007,Cantareira,43.1,0
1/11/2007,Cantareira,43.4,0
1/12/2007,Cantareira,43.5,0
1/13/2007,Cantareira,43.7,13.8
1/14/2007,Cantareira,44.2,9.4
1/15/2007,Cantareira,44.3,0
1/16/2007,Cantareira,44.3,0.5
1/17/2007,Cantareira,44.3,0
1/18/2007,Cantareira,44.6,38
1/19/2007,Cantareira,45.4,28.7
1/20/2007,Cantareira,45.8,0
1/21/2007,Cantareira,46.3,10.1
1/22/2007,Cantareira,46.9,25.7
1/23/2007,Cantareira,47.1,0.3
1/24/2007,Cantareira,47.4,4.3
1/25/2007,Cantareira,47.5,2.3
1/26/2007,Cantareira,47.7,8.6
1/27/2007,Cantareira,48.1,11.3
1/28/2007,Cantareira,48.3,2.6
1/29/2007,Cantareira,48.7,19.1
1/30/2007,Cantareira,49,8
1/31/2007,Cantareira,49.3,3.1
2/1/2007,Cantareira,49.5,0
2/2/2007,Cantareira,49.7,0
2/3/2007,Cantareira,49.7,0
2/4/2007,Cantareira,49.7,0
2/5/2007,Cantareira,49.7,0
2/6/2007,Cantareira,49.7,9.2
2/7/2007,Cantareira,49.8,11.7
2/8/2007,Cantareira,49.9,10.7
2/9/2007,Cantareira,50.3,32
2/10/2007,Cantareira,50.5,1.7
2/11/2007,Cantareira,50.6,0
2/12/2007,Cantareira,50.8,16
2/13/2007,Cantareira,50.9,0
2/14/2007,Cantareira,50.9,0
2/15/2007,Cantareira,50.8,0
2/16/2007,Cantareira,50.8,0.5
2/17/2007,Cantareira,50.9,1.5
2/18/2007,Cantareira,50.9,0
2/19/2007,Cantareira,50.9,0.3
2/20/2007,Cantareira,51,0
2/21/2007,Cantareira,51.1,6.8
2/22/2007,Cantareira,51,0
2/23/2007,Cantareira,51,0.1
2/24/2007,Cantareira,50.8,0
2/25/2007,Cantareira,50.7,0
2/26/2007,Cantareira,50.6,2.7
2/27/2007,Cantareira,50.8,11.9
2/28/2007,Cantareira,50.8,2
3/1/2007,Cantareira,50.7,0
3/2/2007,Cantareira,50.6,1.5
3/3/2007,Cantareira,50.5,0
3/4/2007,Cantareira,50.4,0
3/5/2007,Cantareira,50.3,0
3/6/2007,Cantareira,50.2,0
3/7/2007,Cantareira,50.1,1.7
3/8/2007,Cantareira,49.9,1.2
3/9/2007,Cantareira,49.8,3.6
3/10/2007,Cantareira,49.7,4.6
3/11/2007,Cantareira,49.5,0.7
3/12/2007,Cantareira,49.6,3.8
3/13/2007,Cantareira,49.6,5
3/14/2007,Cantareira,49.5,2.3
3/15/2007,Cantareira,49.6,23.1
3/16/2007,Cantareira,49.4,0
3/17/2007,Cantareira,49.6,20.5
3/18/2007,Cantareira,49.6,5.7
3/19/2007,Cantareira,49.9,15.2
3/20/2007,Cantareira,50.3,8.6
3/21/2007,Cantareira,50.4,0
3/22/2007,Cantareira,50.6,0
3/23/2007,Cantareira,50.7,0.3
3/24/2007,Cantareira,50.7,4.6
3/25/2007,Cantareira,50.8,3.4
3/26/2007,Cantareira,50.9,0
3/27/2007,Cantareira,50.8,0
3/28/2007,Cantareira,50.7,0
3/29/2007,Cantareira,50.6,0
3/30/2007,Cantareira,50.6,0
3/31/2007,Cantareira,50.4,0.1
4/1/2007,Cantareira,50.3,0
4/2/2007,Cantareira,50.2,0
4/3/2007,Cantareira,50.1,0
4/4/2007,Cantareira,49.9,0
4/5/2007,Cantareira,49.8,1.5
4/6/2007,Cantareira,49.7,0
4/7/2007,Cantareira,49.6,0
4/8/2007,Cantareira,50,19.1
4/9/2007,Cantareira,50.3,21.2
4/10/2007,Cantareira,50.5,0.6
4/11/2007,Cantareira,50.4,0
4/12/2007,Cantareira,50.4,0
4/13/2007,Cantareira,50.3,0
4/14/2007,Cantareira,50.3,1.5
4/15/2007,Cantareira,50.3,0
4/16/2007,Cantareira,50.2,0
4/17/2007,Cantareira,50,0
4/18/2007,Cantareira,49.9,0.9
4/19/2007,Cantareira,49.8,0
4/20/2007,Cantareira,49.7,0
4/21/2007,Cantareira,49.6,2.1
4/22/2007,Cantareira,49.5,3.5
4/23/2007,Cantareira,49.6,22.4
4/24/2007,Cantareira,49.6,0
4/25/2007,Cantareira,49.6,0
4/26/2007,Cantareira,49.5,0
4/27/2007,Cantareira,49.3,3.9
4/28/2007,Cantareira,49.3,9.1
4/29/2007,Cantareira,49.3,1.7
4/30/2007,Cantareira,49.3,0
5/1/2007,Cantareira,49.2,0
5/2/2007,Cantareira,49,0
5/3/2007,Cantareira,48.9,0
5/4/2007,Cantareira,48.8,0
5/5/2007,Cantareira,48.6,0.2
5/6/2007,Cantareira,48.5,0
5/7/2007,Cantareira,48.4,0
5/8/2007,Cantareira,48.2,0
5/9/2007,Cantareira,48.1,5
5/10/2007,Cantareira,47.9,1.2
5/11/2007,Cantareira,47.9,0
5/12/2007,Cantareira,47.7,0
5/13/2007,Cantareira,47.6,0
5/14/2007,Cantareira,47.5,0.1
5/15/2007,Cantareira,47.3,1.8
5/16/2007,Cantareira,47.2,0
5/17/2007,Cantareira,47.1,0
5/18/2007,Cantareira,46.9,0
5/19/2007,Cantareira,46.8,3.6
5/20/2007,Cantareira,46.8,1.9
5/21/2007,Cantareira,46.7,0
5/22/2007,Cantareira,46.5,0
5/23/2007,Cantareira,46.5,21.1
5/24/2007,Cantareira,46.7,15.7
5/25/2007,Cantareira,46.7,0
5/26/2007,Cantareira,46.6,0
5/27/2007,Cantareira,46.5,0
5/28/2007,Cantareira,46.4,0.2
5/29/2007,Cantareira,46.3,0
5/30/2007,Cantareira,46.2,1.1
5/31/2007,Cantareira,46,0
6/1/2007,Cantareira,45.9,0
6/2/2007,Cantareira,45.8,6.3
6/3/2007,Cantareira,46,32.3
6/4/2007,Cantareira,46.2,3
6/5/2007,Cantareira,46.2,0
6/6/2007,Cantareira,46.1,0
6/7/2007,Cantareira,46.1,0
6/8/2007,Cantareira,46,0
6/9/2007,Cantareira,45.9,0
6/10/2007,Cantareira,45.8,0
6/11/2007,Cantareira,45.7,0
6/12/2007,Cantareira,45.6,0
6/13/2007,Cantareira,45.4,0
6/14/2007,Cantareira,45.3,0
6/15/2007,Cantareira,45.1,0
6/16/2007,Cantareira,44.9,0
6/17/2007,Cantareira,44.8,0
6/18/2007,Cantareira,44.7,0
6/19/2007,Cantareira,44.6,0
6/20/2007,Cantareira,44.4,0
6/21/2007,Cantareira,44.3,0
6/22/2007,Cantareira,44.1,0
6/23/2007,Cantareira,43.9,0
6/24/2007,Cantareira,43.8,0
6/25/2007,Cantareira,43.6,0
6/26/2007,Cantareira,43.5,0
6/27/2007,Cantareira,43.3,0
6/28/2007,Cantareira,43.2,0
6/29/2007,Cantareira,43.1,2.9
6/30/2007,Cantareira,43,0
7/1/2007,Cantareira,42.8,0
7/2/2007,Cantareira,42.6,0
7/3/2007,Cantareira,42.4,0
7/4/2007,Cantareira,42.3,0
7/5/2007,Cantareira,42.1,0
7/6/2007,Cantareira,41.9,0
7/7/2007,Cantareira,41.7,0
7/8/2007,Cantareira,41.6,0
7/9/2007,Cantareira,41.5,0
7/10/2007,Cantareira,41.3,0
7/11/2007,Cantareira,41.1,0
7/12/2007,Cantareira,40.9,0
7/13/2007,Cantareira,40.7,0
7/14/2007,Cantareira,40.6,0
7/15/2007,Cantareira,40.4,0
7/16/2007,Cantareira,40.3,2.8
7/17/2007,Cantareira,40.5,47
7/18/2007,Cantareira,40.8,22.2
7/19/2007,Cantareira,41,7.2
7/20/2007,Cantareira,41,0
7/21/2007,Cantareira,41,0
7/22/2007,Cantareira,40.9,0
7/23/2007,Cantareira,40.7,0
7/24/2007,Cantareira,40.9,28.4
7/25/2007,Cantareira,41.5,48.6
7/26/2007,Cantareira,42.4,14
7/27/2007,Cantareira,43.1,0
7/28/2007,Cantareira,43.5,0
7/29/2007,Cantareira,43.5,0
7/30/2007,Cantareira,43.6,1.1
7/31/2007,Cantareira,43.5,0
8/1/2007,Cantareira,43.5,0
8/2/2007,Cantareira,43.4,0
8/3/2007,Cantareira,43.4,0
8/4/2007,Cantareira,43.3,0
8/5/2007,Cantareira,43.2,0
8/6/2007,Cantareira,43.2,0
8/7/2007,Cantareira,43,0
8/8/2007,Cantareira,43,0
8/9/2007,Cantareira,42.9,0
8/10/2007,Cantareira,42.7,0
8/11/2007,Cantareira,42.6,0
8/12/2007,Cantareira,42.5,0
8/13/2007,Cantareira,42.3,0
8/14/2007,Cantareira,42.2,0
8/15/2007,Cantareira,42.1,0
8/16/2007,Cantareira,41.9,0
8/17/2007,Cantareira,41.8,0
8/18/2007,Cantareira,41.7,0
8/19/2007,Cantareira,41.7,0
8/20/2007,Cantareira,41.5,0
8/21/2007,Cantareira,41.3,0
8/22/2007,Cantareira,41.2,0
8/23/2007,Cantareira,41,0
8/24/2007,Cantareira,40.9,0
8/25/2007,Cantareira,40.7,0
8/26/2007,Cantareira,40.5,0
8/27/2007,Cantareira,40.3,0
8/28/2007,Cantareira,40.2,0
8/29/2007,Cantareira,40.1,0
8/30/2007,Cantareira,40,0
8/31/2007,Cantareira,39.8,0
9/1/2007,Cantareira,39.6,0
9/2/2007,Cantareira,39.4,0
9/3/2007,Cantareira,39.3,22.6
9/4/2007,Cantareira,39.3,7.6
9/5/2007,Cantareira,39.2,0
9/6/2007,Cantareira,39.1,0
9/7/2007,Cantareira,38.9,0
9/8/2007,Cantareira,38.7,0
9/9/2007,Cantareira,38.6,0
9/10/2007,Cantareira,38.4,0
9/11/2007,Cantareira,38.2,0
9/12/2007,Cantareira,38.1,0
9/13/2007,Cantareira,37.8,0
9/14/2007,Cantareira,37.6,0
9/15/2007,Cantareira,37.4,0
9/16/2007,Cantareira,37.1,0
9/17/2007,Cantareira,36.9,0
9/18/2007,Cantareira,36.7,0
9/19/2007,Cantareira,36.5,0
9/20/2007,Cantareira,36.2,0
9/21/2007,Cantareira,36,0
9/22/2007,Cantareira,35.7,0
9/23/2007,Cantareira,35.5,0
9/24/2007,Cantareira,35.3,0
9/25/2007,Cantareira,35,0.2
9/26/2007,Cantareira,34.8,0
9/27/2007,Cantareira,34.6,0
9/28/2007,Cantareira,34.3,0
9/29/2007,Cantareira,34.1,5.9
9/30/2007,Cantareira,33.9,0
10/1/2007,Cantareira,33.7,0
10/2/2007,Cantareira,33.4,0
10/3/2007,Cantareira,33.2,0
10/4/2007,Cantareira,32.9,0
10/5/2007,Cantareira,32.6,0
10/6/2007,Cantareira,32.3,0
10/7/2007,Cantareira,32.1,0
10/8/2007,Cantareira,31.8,0
10/9/2007,Cantareira,31.5,0
10/10/2007,Cantareira,31.2,0
10/11/2007,Cantareira,30.9,0
10/12/2007,Cantareira,30.7,0
10/13/2007,Cantareira,30.4,0
10/14/2007,Cantareira,30.1,0.2
10/15/2007,Cantareira,30,14.7
10/16/2007,Cantareira,29.8,3
10/17/2007,Cantareira,29.6,0
10/18/2007,Cantareira,29.4,0
