dates,reservoir,volume (%),rain (mm/dia)
9/19/2009,Cantareira,81,0
9/20/2009,Cantareira,80.8,0.3
9/21/2009,Cantareira,80.7,0
9/22/2009,Cantareira,80.6,6.6
9/23/2009,Cantareira,80.5,0.8
9/24/2009,Cantareira,80.5,9.7
9/25/2009,Cantareira,80.5,0
9/26/2009,Cantareira,80.4,0
9/27/2009,Cantareira,80.2,0
9/28/2009,Cantareira,80.1,0
9/29/2009,Cantareira,80.1,28.4
9/30/2009,Cantareira,80,0.3
10/1/2009,Cantareira,79.9,0
10/2/2009,Cantareira,79.8,0
10/3/2009,Cantareira,79.6,0
10/4/2009,Cantareira,79.5,3.5
10/5/2009,Cantareira,79.5,0
10/6/2009,Cantareira,79.3,0
10/7/2009,Cantareira,79.4,13.6
10/8/2009,Cantareira,79.4,4.5
10/9/2009,Cantareira,79.6,10.6
10/10/2009,Cantareira,79.7,0
10/11/2009,Cantareira,79.8,0
10/12/2009,Cantareira,79.7,0
10/13/2009,Cantareira,79.7,7.5
10/14/2009,Cantareira,79.7,0
10/15/2009,Cantareira,79.5,0.8
10/16/2009,Cantareira,79.6,17.6
10/17/2009,Cantareira,79.5,0
10/18/2009,Cantareira,79.5,8.2
10/19/2009,Cantareira,79.5,2.2
10/20/2009,Cantareira,80.4,41
10/21/2009,Cantareira,80.6,0.1
10/22/2009,Cantareira,80.7,17.6
10/23/2009,Cantareira,80.9,0.1
10/24/2009,Cantareira,81,0
10/25/2009,Cantareira,80.9,0
10/26/2009,Cantareira,80.8,0
10/27/2009,Cantareira,80.9,29.6
10/28/2009,Cantareira,80.9,1
10/29/2009,Cantareira,80.9,0.2
10/30/2009,Cantareira,80.8,0.3
10/31/2009,Cantareira,80.7,0
11/1/2009,Cantareira,80.6,0
11/2/2009,Cantareira,80.5,0
11/3/2009,Cantareira,80.4,0
11/4/2009,Cantareira,80.2,0
11/5/2009,Cantareira,80,0
11/6/2009,Cantareira,79.8,6.4
11/7/2009,Cantareira,79.6,2
11/8/2009,Cantareira,79.4,7.8
11/9/2009,Cantareira,79.4,26.5
11/10/2009,Cantareira,79.4,7
11/11/2009,Cantareira,79.6,8.3
11/12/2009,Cantareira,80.1,50.1
11/13/2009,Cantareira,80.3,0
11/14/2009,Cantareira,80.2,0
11/15/2009,Cantareira,80.1,3
11/16/2009,Cantareira,80.2,24.7
11/17/2009,Cantareira,80.5,1.1
11/18/2009,Cantareira,80.6,0
11/19/2009,Cantareira,80.5,0
11/20/2009,Cantareira,80.4,0
11/21/2009,Cantareira,80.4,15
11/22/2009,Cantareira,80.5,10.2
11/23/2009,Cantareira,80.6,0.8
11/24/2009,Cantareira,80.6,10
11/25/2009,Cantareira,80.8,20.8
11/26/2009,Cantareira,80.9,10.1
11/27/2009,Cantareira,81,2.1
11/28/2009,Cantareira,81.4,17.3
11/29/2009,Cantareira,81.7,9.9
11/30/2009,Cantareira,81.9,4.4
12/1/2009,Cantareira,81.9,1.6
12/2/2009,Cantareira,81.9,8
12/3/2009,Cantareira,82.9,46.4
12/4/2009,Cantareira,83.5,13.7
12/5/2009,Cantareira,83.9,5.4
12/6/2009,Cantareira,84.1,0
12/7/2009,Cantareira,84.3,8.4
12/8/2009,Cantareira,84.6,39.3
12/9/2009,Cantareira,86.5,40.2
12/10/2009,Cantareira,87.5,0.3
12/11/2009,Cantareira,88.9,29.3
12/12/2009,Cantareira,89.7,9.5
12/13/2009,Cantareira,90.4,12
12/14/2009,Cantareira,91.6,27.2
12/15/2009,Cantareira,92.5,0.8
12/16/2009,Cantareira,93.6,9.7
12/17/2009,Cantareira,94.6,25.8
12/18/2009,Cantareira,96,36.3
12/19/2009,Cantareira,96.4,0.3
12/20/2009,Cantareira,96.5,0
12/21/2009,Cantareira,96.6,0
12/22/2009,Cantareira,96.5,0
12/23/2009,Cantareira,96.2,7.5
12/24/2009,Cantareira,95.9,1.7
12/25/2009,Cantareira,95.8,9.4
12/26/2009,Cantareira,95.7,21.1
12/27/2009,Cantareira,95.7,0.7
12/28/2009,Cantareira,96.1,37.1
12/29/2009,Cantareira,96.6,26.8
12/30/2009,Cantareira,96.7,0.2
12/31/2009,Cantareira,96.5,0
1/1/2010,Cantareira,96.2,0.7
1/2/2010,Cantareira,96.8,54.9
1/3/2010,Cantareira,96.9,3.9
1/4/2010,Cantareira,96.7,0
1/5/2010,Cantareira,96.4,6.1
1/6/2010,Cantareira,96.8,38.5
1/7/2010,Cantareira,97,12.3
1/8/2010,Cantareira,97.4,22.7
1/9/2010,Cantareira,97.4,6.8
1/10/2010,Cantareira,97.4,3.5
1/11/2010,Cantareira,97.2,0.3
1/12/2010,Cantareira,97.4,18.8
1/13/2010,Cantareira,97.3,1.4
1/14/2010,Cantareira,97.1,0.1
1/15/2010,Cantareira,96.9,5.1
1/16/2010,Cantareira,96.4,0
1/17/2010,Cantareira,96.7,47.3
1/18/2010,Cantareira,96.8,2.8
1/19/2010,Cantareira,96.8,20.4
1/20/2010,Cantareira,96.8,10.2
1/21/2010,Cantareira,96.7,9.3
1/22/2010,Cantareira,96.7,14.4
1/23/2010,Cantareira,96.5,2.2
1/24/2010,Cantareira,96.9,22.3
1/25/2010,Cantareira,97.6,15.9
1/26/2010,Cantareira,98.7,55.1
1/27/2010,Cantareira,99.1,30.4
1/28/2010,Cantareira,99.3,15.4
1/29/2010,Cantareira,99.6,41.9
1/30/2010,Cantareira,99.8,23
1/31/2010,Cantareira,99.5,0
2/1/2010,Cantareira,99.1,3.9
2/2/2010,Cantareira,98.9,7
2/3/2010,Cantareira,98.8,12.4
2/4/2010,Cantareira,98.6,0.6
2/5/2010,Cantareira,98.3,6.9
2/6/2010,Cantareira,97.9,0.3
2/7/2010,Cantareira,97.5,4.2
2/8/2010,Cantareira,97,0.3
2/9/2010,Cantareira,96.7,0
2/10/2010,Cantareira,96.4,21.2
2/11/2010,Cantareira,96.3,9.5
2/12/2010,Cantareira,96.2,6.2
2/13/2010,Cantareira,95.9,1
2/14/2010,Cantareira,95.7,0
2/15/2010,Cantareira,95.6,0
2/16/2010,Cantareira,95.4,1.4
2/17/2010,Cantareira,95.2,9.7
2/18/2010,Cantareira,95.4,28
2/19/2010,Cantareira,95.4,6
2/20/2010,Cantareira,95.3,0.1
2/21/2010,Cantareira,95.1,7.1
2/22/2010,Cantareira,95,0
2/23/2010,Cantareira,94.8,5
2/24/2010,Cantareira,94.6,6.5
2/25/2010,Cantareira,94.5,21.1
2/26/2010,Cantareira,94.4,5.4
2/27/2010,Cantareira,94.3,0
2/28/2010,Cantareira,94,0
3/1/2010,Cantareira,94.1,28
3/2/2010,Cantareira,94.8,14.2
3/3/2010,Cantareira,95.3,0.5
3/4/2010,Cantareira,95.8,1.1
3/5/2010,Cantareira,96,0
3/6/2010,Cantareira,96,0
3/7/2010,Cantareira,96.6,24
3/8/2010,Cantareira,96.6,0
3/9/2010,Cantareira,96.4,0
3/10/2010,Cantareira,96.2,0
3/11/2010,Cantareira,95.9,0
3/12/2010,Cantareira,95.6,0
3/13/2010,Cantareira,95.3,0
3/14/2010,Cantareira,94.9,0
3/15/2010,Cantareira,94.9,23.8
3/16/2010,Cantareira,94.9,4.5
3/17/2010,Cantareira,94.9,0.3
3/18/2010,Cantareira,94.9,2.6
3/19/2010,Cantareira,94.8,0
3/20/2010,Cantareira,95,5.8
3/21/2010,Cantareira,95.1,0
3/22/2010,Cantareira,95.7,18
3/23/2010,Cantareira,96.1,5.4
3/24/2010,Cantareira,96.4,0
3/25/2010,Cantareira,96.6,0
3/26/2010,Cantareira,96.9,9.8
3/27/2010,Cantareira,97.2,7.1
3/28/2010,Cantareira,97.3,0.5
3/29/2010,Cantareira,97.4,0.8
3/30/2010,Cantareira,97.8,24.3
3/31/2010,Cantareira,98.1,2.3
4/1/2010,Cantareira,98.6,0
4/2/2010,Cantareira,98.6,0
4/3/2010,Cantareira,98.6,2.2
4/4/2010,Cantareira,99,12.3
4/5/2010,Cantareira,99.3,6.6
4/6/2010,Cantareira,99.7,2.9
4/7/2010,Cantareira,100.2,23.2
4/8/2010,Cantareira,100.5,3.9
4/9/2010,Cantareira,100.5,5.9
4/10/2010,Cantareira,100.5,1.4
4/11/2010,Cantareira,100.4,0
4/12/2010,Cantareira,100.1,0
4/13/2010,Cantareira,99.9,0
4/14/2010,Cantareira,99.7,0.1
4/15/2010,Cantareira,99.5,0
4/16/2010,Cantareira,99.5,0
4/17/2010,Cantareira,99.5,0
4/18/2010,Cantareira,99.6,0.1
4/19/2010,Cantareira,99.6,0.1
4/20/2010,Cantareira,99.5,0.1
4/21/2010,Cantareira,99.6,0
4/22/2010,Cantareira,99.6,0
4/23/2010,Cantareira,99.7,0
4/24/2010,Cantareira,99.7,9.4
4/25/2010,Cantareira,99.7,0
4/26/2010,Cantareira,99.8,0.2
4/27/2010,Cantareira,99.7,0
4/28/2010,Cantareira,99.7,0
4/29/2010,Cantareira,99.7,0
4/30/2010,Cantareira,99.8,0
5/1/2010,Cantareira,99.7,0
5/2/2010,Cantareira,99.7,0
5/3/2010,Cantareira,99.6,0.1
5/4/2010,Cantareira,99.6,0
5/5/2010,Cantareira,99.6,0.1
5/6/2010,Cantareira,99.6,0
5/7/2010,Cantareira,99.5,0.1
5/8/2010,Cantareira,99.5,0
5/9/2010,Cantareira,99.6,17.3
5/10/2010,Cantareira,99.6,0.3
5/11/2010,Cantareira,99.6,0
5/12/2010,Cantareira,99.6,0
5/13/2010,Cantareira,99.5,0
5/14/2010,Cantareira,99.5,0
5/15/2010,Cantareira,99.5,0
5/16/2010,Cantareira,99.6,0.1
5/17/2010,Cantareira,99.5,0
5/18/2010,Cantareira,99.5,0
5/19/2010,Cantareira,99.4,0.9
5/20/2010,Cantareira,99.4,3.1
5/21/2010,Cantareira,99.4,0.2
5/22/2010,Cantareira,99.4,0
5/23/2010,Cantareira,99.4,0
5/24/2010,Cantareira,99.3,0.1
5/25/2010,Cantareira,99.2,0
5/26/2010,Cantareira,99.1,0.1
5/27/2010,Cantareira,99.1,0
5/28/2010,Cantareira,99,0
5/29/2010,Cantareira,99,0
5/30/2010,Cantareira,98.9,0
5/31/2010,Cantareira,98.9,3.9
6/1/2010,Cantareira,98.8,0
6/2/2010,Cantareira,98.7,0
6/3/2010,Cantareira,98.6,0
6/4/2010,Cantareira,98.5,0
6/5/2010,Cantareira,98.5,12.6
6/6/2010,Cantareira,98.6,1.3
6/7/2010,Cantareira,98.7,0
6/8/2010,Cantareira,98.7,0.1
6/9/2010,Cantareira,98.6,0
6/10/2010,Cantareira,98.4,0.1
6/11/2010,Cantareira,98.3,0
6/12/2010,Cantareira,98.2,0.1
6/13/2010,Cantareira,98.1,0
6/14/2010,Cantareira,98,0
6/15/2010,Cantareira,97.9,0.1
6/16/2010,Cantareira,97.9,0
6/17/2010,Cantareira,97.8,0.1
6/18/2010,Cantareira,97.6,0
6/19/2010,Cantareira,97.6,0.1
6/20/2010,Cantareira,97.5,0
6/21/2010,Cantareira,97.4,0
6/22/2010,Cantareira,97.3,0.1
6/23/2010,Cantareira,97.2,0.2
6/24/2010,Cantareira,97.1,0
6/25/2010,Cantareira,97,0.1
6/26/2010,Cantareira,96.9,0
6/27/2010,Cantareira,96.8,0.9
6/28/2010,Cantareira,96.7,0
6/29/2010,Cantareira,96.6,0.1
6/30/2010,Cantareira,96.4,0
7/1/2010,Cantareira,96.3,0.1
7/2/2010,Cantareira,96.2,0.1
7/3/2010,Cantareira,96,0
7/4/2010,Cantareira,95.9,0.1
7/5/2010,Cantareira,95.8,0
7/6/2010,Cantareira,95.7,0.1
7/7/2010,Cantareira,95.5,0.1
7/8/2010,Cantareira,95.4,0
7/9/2010,Cantareira,95.3,0
7/10/2010,Cantareira,95.1,0
7/11/2010,Cantareira,95,0
7/12/2010,Cantareira,94.9,1.2
7/13/2010,Cantareira,94.8,0.1
7/14/2010,Cantareira,95.1,38
7/15/2010,Cantareira,95.5,21.6
7/16/2010,Cantareira,95.9,19.7
7/17/2010,Cantareira,96,0.3
7/18/2010,Cantareira,96,0.1
7/19/2010,Cantareira,95.9,0
7/20/2010,Cantareira,95.8,0
7/21/2010,Cantareira,95.7,0
7/22/2010,Cantareira,95.7,0.1
7/23/2010,Cantareira,95.6,0
7/24/2010,Cantareira,95.5,0
7/25/2010,Cantareira,95.3,0
7/26/2010,Cantareira,95.2,0
7/27/2010,Cantareira,95.1,0
7/28/2010,Cantareira,95,0
7/29/2010,Cantareira,94.9,0
7/30/2010,Cantareira,94.8,0
7/31/2010,Cantareira,94.6,0
8/1/2010,Cantareira,94.5,0
8/2/2010,Cantareira,94.4,0
8/3/2010,Cantareira,94.3,0
8/4/2010,Cantareira,94.1,0.1
8/5/2010,Cantareira,94,0.7
8/6/2010,Cantareira,93.9,0
8/7/2010,Cantareira,93.7,0
8/8/2010,Cantareira,93.5,0.1
8/9/2010,Cantareira,93.4,0
8/10/2010,Cantareira,93.2,0
8/11/2010,Cantareira,93.1,0
8/12/2010,Cantareira,93,0
8/13/2010,Cantareira,92.8,0
8/14/2010,Cantareira,92.6,0.1
8/15/2010,Cantareira,92.4,0
8/16/2010,Cantareira,92.2,0
8/17/2010,Cantareira,92,0
8/18/2010,Cantareira,91.8,0
8/19/2010,Cantareira,91.6,0
8/20/2010,Cantareira,91.4,0.1
8/21/2010,Cantareira,91.3,0
8/22/2010,Cantareira,91.1,0
8/23/2010,Cantareira,90.9,0
8/24/2010,Cantareira,90.7,0.1
8/25/2010,Cantareira,90.4,0
8/26/2010,Cantareira,90.2,0
8/27/2010,Cantareira,90.1,0
8/28/2010,Cantareira,89.9,0
8/29/2010,Cantareira,89.7,0
8/30/2010,Cantareira,89.4,0
8/31/2010,Cantareira,89.2,0
9/1/2010,Cantareira,89,0
9/2/2010,Cantareira,88.8,0
9/3/2010,Cantareira,88.6,0
9/4/2010,Cantareira,88.3,0
9/5/2010,Cantareira,88.2,0
9/6/2010,Cantareira,88,0
9/7/2010,Cantareira,87.7,0
9/8/2010,Cantareira,87.6,9.6
9/9/2010,Cantareira,87.3,0
9/10/2010,Cantareira,87.1,0
9/11/2010,Cantareira,86.8,0
9/12/2010,Cantareira,86.5,0
9/13/2010,Cantareira,86.3,0
9/14/2010,Cantareira,86,0
9/15/2010,Cantareira,85.8,0
9/16/2010,Cantareira,85.5,0.1
9/17/2010,Cantareira,85.2,0
9/18/2010,Cantareira,85,0
9/19/2010,Cantareira,84.7,0
9/20/2010,Cantareira,84.5,0
9/21/2010,Cantareira,84.3,6.8
9/22/2010,Cantareira,84.2,7.8
9/23/2010,Cantareira,83.9,0
9/24/2010,Cantareira,83.7,4.1
9/25/2010,Cantareira,83.5,9.9
9/26/2010,Cantareira,83.3,2.1
9/27/2010,Cantareira,83.4,21.8
9/28/2010,Cantareira,83.4,8.4
9/29/2010,Cantareira,83.3,0.1
9/30/2010,Cantareira,83.1,0.8
10/1/2010,Cantareira,83,0
10/2/2010,Cantareira,82.9,10.8
10/3/2010,Cantareira,82.7,4.8
10/4/2010,Cantareira,82.6,0.5
10/5/2010,Cantareira,82.4,0
10/6/2010,Cantareira,82.2,0
10/7/2010,Cantareira,82,0
10/8/2010,Cantareira,82,10.3
10/9/2010,Cantareira,81.8,0.1
10/10/2010,Cantareira,81.6,0.4
10/11/2010,Cantareira,81.4,0.1
10/12/2010,Cantareira,81.2,0
10/13/2010,Cantareira,81,0
10/14/2010,Cantareira,80.7,0
10/15/2010,Cantareira,80.5,0.1
10/16/2010,Cantareira,80.3,2
10/17/2010,Cantareira,80,0.1
10/18/2010,Cantareira,79.7,14.1
10/19/2010,Cantareira,79.6,4.1
10/20/2010,Cantareira,79.4,0.1
10/21/2010,Cantareira,79.2,0
10/22/2010,Cantareira,79,0
10/23/2010,Cantareira,78.8,0
10/24/2010,Cantareira,78.5,4.3
10/25/2010,Cantareira,78.3,0
10/26/2010,Cantareira,78.1,18.5
10/27/2010,Cantareira,77.8,0
10/28/2010,Cantareira,77.6,0
10/29/2010,Cantareira,77.4,0
10/30/2010,Cantareira,77.1,0
10/31/2010,Cantareira,77,21.4
11/1/2010,Cantareira,76.9,0.3
11/2/2010,Cantareira,76.7,0.2
11/3/2010,Cantareira,76.5,0
11/4/2010,Cantareira,76.2,0
11/5/2010,Cantareira,76,0
11/6/2010,Cantareira,75.8,10.6
11/7/2010,Cantareira,75.7,6.5
11/8/2010,Cantareira,75.5,0
11/9/2010,Cantareira,75.3,0.1
11/10/2010,Cantareira,75.1,17.2
11/11/2010,Cantareira,74.9,0.2
11/12/2010,Cantareira,74.7,0
11/13/2010,Cantareira,74.5,3.8
11/14/2010,Cantareira,74.3,0.2
11/15/2010,Cantareira,74,0
11/16/2010,Cantareira,73.8,8.4
11/17/2010,Cantareira,74.1,32.9
11/18/2010,Cantareira,74.2,19.3
11/19/2010,Cantareira,74.2,0
11/20/2010,Cantareira,74.1,0
11/21/2010,Cantareira,73.9,0
11/22/2010,Cantareira,73.6,2.2
11/23/2010,Cantareira,73.6,14.7
11/24/2010,Cantareira,73.4,1.4
11/25/2010,Cantareira,73.3,1.8
11/26/2010,Cantareira,73.2,17.1
11/27/2010,Cantareira,73.1,0.2
11/28/2010,Cantareira,72.9,0
11/29/2010,Cantareira,72.8,0
11/30/2010,Cantareira,72.7,18.7
12/1/2010,Cantareira,72.4,3.2
12/2/2010,Cantareira,72.3,1.5
12/3/2010,Cantareira,72.1,3.9
12/4/2010,Cantareira,72,7.2
12/5/2010,Cantareira,71.9,2.3
12/6/2010,Cantareira,72.3,31.1
12/7/2010,Cantareira,72.6,0
12/8/2010,Cantareira,72.6,0
12/9/2010,Cantareira,72.6,4.2
12/10/2010,Cantareira,72.5,0.1
12/11/2010,Cantareira,72.3,0
12/12/2010,Cantareira,72.3,6.1
12/13/2010,Cantareira,72.4,26.9
12/14/2010,Cantareira,72.4,16.3
12/15/2010,Cantareira,72.5,8.6
12/16/2010,Cantareira,72.4,1.1
12/17/2010,Cantareira,72.9,29.2
12/18/2010,Cantareira,72.9,0.8
12/19/2010,Cantareira,73,2.6
12/20/2010,Cantareira,73,4.9
12/21/2010,Cantareira,73,3.5
12/22/2010,Cantareira,73,1.7
12/23/2010,Cantareira,73.2,21.8
12/24/2010,Cantareira,73.3,1.9
12/25/2010,Cantareira,73.3,0
12/26/2010,Cantareira,73.3,6.8
12/27/2010,Cantareira,74.4,57.2
12/28/2010,Cantareira,74.8,2.5
12/29/2010,Cantareira,75,0.1
12/30/2010,Cantareira,75.1,0.1
12/31/2010,Cantareira,75,1.1
1/1/2011,Cantareira,74.9,0.1
1/2/2011,Cantareira,75.3,36.3
1/3/2011,Cantareira,76.3,50.1
1/4/2011,Cantareira,78.9,44
1/5/2011,Cantareira,80.6,8.2
1/6/2011,Cantareira,81.8,13.3
1/7/2011,Cantareira,82.9,13.2
1/8/2011,Cantareira,83.8,3.8
1/9/2011,Cantareira,84.4,8.9
1/10/2011,Cantareira,85,9.4
1/11/2011,Cantareira,86.5,89.7
1/12/2011,Cantareira,88.2,19.1
1/13/2011,Cantareira,89.3,45.9
1/14/2011,Cantareira,92.5,34
1/15/2011,Cantareira,94,18.9
1/16/2011,Cantareira,94.4,0
1/17/2011,Cantareira,95,25.7
1/18/2011,Cantareira,95.6,14.5
1/19/2011,Cantareira,96.1,18.7
1/20/2011,Cantareira,96.2,4.3
1/21/2011,Cantareira,96.4,3.7
1/22/2011,Cantareira,96.4,0
1/23/2011,Cantareira,96.2,1.9
1/24/2011,Cantareira,95.9,2.1
1/25/2011,Cantareira,95.5,0
1/26/2011,Cantareira,95.1,5.5
1/27/2011,Cantareira,94.7,10.2
1/28/2011,Cantareira,94.3,4.7
1/29/2011,Cantareira,93.9,0.2
1/30/2011,Cantareira,93.4,0.1
1/31/2011,Cantareira,92.8,0
2/1/2011,Cantareira,92.3,7.6
2/2/2011,Cantareira,91.8,0
2/3/2011,Cantareira,91.6,10.2
2/4/2011,Cantareira,91.3,0.6
2/5/2011,Cantareira,90.7,0.4
2/6/2011,Cantareira,90.1,0.1
2/7/2011,Cantareira,89.5,1
2/8/2011,Cantareira,89,0
2/9/2011,Cantareira,88.7,0.9
2/10/2011,Cantareira,88.4,0.6
2/11/2011,Cantareira,88.2,0.3
2/12/2011,Cantareira,88.1,18.6
2/13/2011,Cantareira,87.9,0.1
2/14/2011,Cantareira,87.7,2
2/15/2011,Cantareira,87.7,22.4
2/16/2011,Cantareira,87.8,18.8
2/17/2011,Cantareira,87.8,14.2
2/18/2011,Cantareira,87.8,2
2/19/2011,Cantareira,87.6,2.3
2/20/2011,Cantareira,87.4,0.1
2/21/2011,Cantareira,87.2,0.1
2/22/2011,Cantareira,87.1,3.7
2/23/2011,Cantareira,86.8,13.4
2/24/2011,Cantareira,86.7,3.6
2/25/2011,Cantareira,86.5,2.9
2/26/2011,Cantareira,86.3,2.7
2/27/2011,Cantareira,86.2,0
2/28/2011,Cantareira,86.3,35.3
3/1/2011,Cantareira,87.7,56
3/2/2011,Cantareira,88.1,1.8
3/3/2011,Cantareira,88.3,19.9
3/4/2011,Cantareira,88.6,5.5
3/5/2011,Cantareira,88.8,9.6
3/6/2011,Cantareira,89,7.2
3/7/2011,Cantareira,89.3,4.3
3/8/2011,Cantareira,89.4,1.9
3/9/2011,Cantareira,89.5,0.6
3/10/2011,Cantareira,89.6,0.1
3/11/2011,Cantareira,89.6,0
3/12/2011,Cantareira,89.5,0.1
3/13/2011,Cantareira,89.3,1.3
3/14/2011,Cantareira,89,0
3/15/2011,Cantareira,88.8,0.1
3/16/2011,Cantareira,88.4,0.4
3/17/2011,Cantareira,88.2,0.9
3/18/2011,Cantareira,88.1,0.4
3/19/2011,Cantareira,88.1,9.9
3/20/2011,Cantareira,88.2,1.7
3/21/2011,Cantareira,88.1,1.9
3/22/2011,Cantareira,88,0.5
3/23/2011,Cantareira,87.9,0
3/24/2011,Cantareira,87.7,0
3/25/2011,Cantareira,87.5,0.5
3/26/2011,Cantareira,87.3,0.2
3/27/2011,Cantareira,87.1,0
3/28/2011,Cantareira,86.9,0.1
3/29/2011,Cantareira,86.8,0.1
3/30/2011,Cantareira,87.1,5.5
3/31/2011,Cantareira,87.3,2
4/1/2011,Cantareira,87.4,0
4/2/2011,Cantareira,87.5,0.2
4/3/2011,Cantareira,88.1,20.3
4/4/2011,Cantareira,88.4,10.8
4/5/2011,Cantareira,88.8,6.1
4/6/2011,Cantareira,89.1,9.6
4/7/2011,Cantareira,89.4,0.1
4/8/2011,Cantareira,89.6,0.1
4/9/2011,Cantareira,89.7,0.1
4/10/2011,Cantareira,89.8,2.9
4/11/2011,Cantareira,90.2,19.2
4/12/2011,Cantareira,90.5,0.4
4/13/2011,Cantareira,91.2,26.7
4/14/2011,Cantareira,91.5,0.2
4/15/2011,Cantareira,91.7,0.2
4/16/2011,Cantareira,91.9,0.1
4/17/2011,Cantareira,92.2,0.1
4/18/2011,Cantareira,92.2,0.1
4/19/2011,Cantareira,92.4,0
4/20/2011,Cantareira,92.4,0.1
4/21/2011,Cantareira,92.5,0
4/22/2011,Cantareira,92.5,0.1
4/23/2011,Cantareira,92.5,0
4/24/2011,Cantareira,92.6,0
4/25/2011,Cantareira,92.7,0
4/26/2011,Cantareira,93,3
4/27/2011,Cantareira,93,0.1
4/28/2011,Cantareira,93.1,2.3
4/29/2011,Cantareira,93.2,4.7
4/30/2011,Cantareira,93.3,2.2
5/1/2011,Cantareira,93.3,0.1
5/2/2011,Cantareira,93.5,11.1
5/3/2011,Cantareira,93.6,3
5/4/2011,Cantareira,93.7,0.3
5/5/2011,Cantareira,93.7,0
5/6/2011,Cantareira,93.7,0
5/7/2011,Cantareira,93.7,0.2
5/8/2011,Cantareira,93.7,0.3
5/9/2011,Cantareira,93.7,0.2
5/10/2011,Cantareira,93.7,0.2
5/11/2011,Cantareira,93.7,0.1
5/12/2011,Cantareira,93.7,0
5/13/2011,Cantareira,93.6,0.1
5/14/2011,Cantareira,93.6,0
5/15/2011,Cantareira,93.5,0
5/16/2011,Cantareira,93.5,8.7
5/17/2011,Cantareira,93.5,1.7
5/18/2011,Cantareira,93.5,0.1
5/19/2011,Cantareira,93.5,0.1
5/20/2011,Cantareira,93.5,0
5/21/2011,Cantareira,93.4,0.1
5/22/2011,Cantareira,93.4,0.2
5/23/2011,Cantareira,93.3,0.1
5/24/2011,Cantareira,93.3,0.2
5/25/2011,Cantareira,93.1,0.1
5/26/2011,Cantareira,93.1,0.1
5/27/2011,Cantareira,93,0
5/28/2011,Cantareira,93,0.1
5/29/2011,Cantareira,92.9,0
5/30/2011,Cantareira,92.8,0.1
5/31/2011,Cantareira,92.7,0.1
6/1/2011,Cantareira,92.6,0
6/2/2011,Cantareira,92.5,0
6/3/2011,Cantareira,92.5,0.1
6/4/2011,Cantareira,92.4,0.1
6/5/2011,Cantareira,92.3,0
6/6/2011,Cantareira,92.3,0
6/7/2011,Cantareira,92.2,0.1
6/8/2011,Cantareira,92.2,20.8
6/9/2011,Cantareira,92.2,0
6/10/2011,Cantareira,92.5,23.3
6/11/2011,Cantareira,92.5,0.2
6/12/2011,Cantareira,92.6,0.1
6/13/2011,Cantareira,92.6,0.1
6/14/2011,Cantareira,92.5,0.2
6/15/2011,Cantareira,92.4,0.1
6/16/2011,Cantareira,92.4,0.2
6/17/2011,Cantareira,92.3,0.1
6/18/2011,Cantareira,92.2,0.2
6/19/2011,Cantareira,92.1,0.1
6/20/2011,Cantareira,92,0.2
6/21/2011,Cantareira,91.9,0.1
6/22/2011,Cantareira,91.8,0.2
6/23/2011,Cantareira,91.7,0
6/24/2011,Cantareira,91.7,0
6/25/2011,Cantareira,91.6,0
6/26/2011,Cantareira,91.4,0.1
6/27/2011,Cantareira,91.3,8.4
6/28/2011,Cantareira,91.3,0.7
6/29/2011,Cantareira,91.3,0.2
6/30/2011,Cantareira,91.2,0.1
7/1/2011,Cantareira,91.1,0.1
7/2/2011,Cantareira,91,0.1
7/3/2011,Cantareira,91,0
7/4/2011,Cantareira,90.8,0.1
7/5/2011,Cantareira,90.7,0
7/6/2011,Cantareira,90.6,0.1
7/7/2011,Cantareira,90.5,0.1
7/8/2011,Cantareira,90.5,0
7/9/2011,Cantareira,90.3,0.1
7/10/2011,Cantareira,90.2,0.2
7/11/2011,Cantareira,90.1,0.1
7/12/2011,Cantareira,90,0
7/13/2011,Cantareira,89.8,0
7/14/2011,Cantareira,89.7,0
7/15/2011,Cantareira,89.5,0
7/16/2011,Cantareira,89.4,0.1
7/17/2011,Cantareira,89.3,0.1
7/18/2011,Cantareira,89.1,0.1
7/19/2011,Cantareira,89,0.1
7/20/2011,Cantareira,88.9,0.1
7/21/2011,Cantareira,88.7,0
7/22/2011,Cantareira,88.6,0
7/23/2011,Cantareira,88.4,0
7/24/2011,Cantareira,88.3,0
7/25/2011,Cantareira,88.2,0
7/26/2011,Cantareira,88,0.1
7/27/2011,Cantareira,87.9,0.2
7/28/2011,Cantareira,87.7,0.1
7/29/2011,Cantareira,87.5,0
7/30/2011,Cantareira,87.3,0
7/31/2011,Cantareira,87.2,2.9
8/1/2011,Cantareira,87.1,0
8/2/2011,Cantareira,86.9,0.2
8/3/2011,Cantareira,86.6,0.4
8/4/2011,Cantareira,86.5,3.8
8/5/2011,Cantareira,86.3,0.1
8/6/2011,Cantareira,86.1,0
8/7/2011,Cantareira,85.9,0
8/8/2011,Cantareira,85.7,0
8/9/2011,Cantareira,85.6,0
8/10/2011,Cantareira,85.4,0.6
8/11/2011,Cantareira,85.2,1.1
8/12/2011,Cantareira,85,0
8/13/2011,Cantareira,84.8,0.1
8/14/2011,Cantareira,84.6,0.1
8/15/2011,Cantareira,84.4,0
8/16/2011,Cantareira,84.2,0.1
8/17/2011,Cantareira,83.9,0
8/18/2011,Cantareira,83.8,0
